X,Ya
0.575044398524527,-0.6220183242510912
0.7210884082077826,1.924892022459146
0.7865859760541661,1.2502430846588508
0.7236287442178103,0.6668472517922922
0.026700885677991337,-0.0284235720017431
0.8353559737239556,0.20695113207749485
0.3143398472264508,0.14216203424370794
0.7318758335330872,-1.769716359627827
0.9926070970585781,1.5315906449045755
0.35371370585276474,-0.3048249899484371
0.8490621766962809,-1.2514125925412014
0.12645576714999596,-0.44793418045782607
0.768486483827651,-1.0974350110351552
0.2858705070055576,-0.7425864566125628
0.19455322946083786,1.4146439722762285
0.8738640110677522,1.6498402806139691
0.921701607903905,-0.5402579819759225
0.04616491939479728,-0.6656639738676009
0.24872675307155512,-0.24239086929813103
0.5465597402345105,1.1845120263451385
0.4329666476619711,1.5323641427852122
0.6720789172140503,0.19385050850955807
0.5462916505937014,0.663184841411093
0.7725811515556188,-0.4095312204202697
0.5893940117153732,0.8529724648639888
0.8905748365982451,-0.5155524387271984
0.16640684979696452,0.48379523150739945
0.8061722550728255,0.7084600894586004
0.4703308884895482,0.7265833119547931
0.31463122058889537,-0.9855095127079252
0.8279126226459597,-0.2224781093867216
0.25676982442612195,-1.607400606427137
0.4506802931862537,0.6152984870000294
0.34079961795193925,-0.444806202414607
0.25450867540546895,-2.0311418057125596
0.46936283606027873,2.3145740975369598
0.9020746992521369,0.2948515577576926
0.3693278324455679,-1.8518948384165221
0.35022485310503737,0.3842713538763618
0.5951664005876562,0.24653914206816663
0.4283811843649785,-0.1983891241660407
0.5488856875536087,0.8594217045027046
0.9062173258450136,0.033671400086331654
0.7695253089296528,-1.7009780066113611
0.7060450500123174,0.927580621864579
0.66936889971997,1.2388882624291278
0.16282681970275537,-1.2290013488777967
0.7959538870560499,-0.568339835288941
0.9472520985539986,0.7059334813566287
0.3446479651429125,1.569360006866547
0.5316138490867228,-0.024141129194547563
0.11770501776951126,0.07858497984050168
0.795384206720762,0.4865569209824763
0.06198225660356993,-1.0592210842147087
0.936937467483095,-0.09302979933753446
0.01672766951804483,-1.07428034178976
0.6439476559839126,-0.3281742777157058
0.6292382424062024,-0.8042614262820476
0.4346600580653276,-1.3973332046983105
0.24589087661361453,-0.8334583669114257
0.3028410686267685,-2.0719570120622155
0.46222483838894335,0.11823308407058943
0.7238785506174602,0.43846187157663075
0.5190470522863616,-0.4045402402664029
0.8627960522502705,0.6583467025888006
0.9739560066355004,0.8422255677991866
0.2652811192434933,-0.35856985252474927
0.1843274675114991,-0.8855087579417885
0.6531065084374671,0.2420543247953417
0.5130103573215866,1.2949050289453248
0.10678816705386718,-0.295564417176481
0.9958872658189469,1.1561577747631775
0.3219436435384394,0.1605497263270452
0.6431961263559277,-1.1502713772241757
0.787447072927337,1.6486933884807529
0.38589852859211526,0.09713203512826811
0.29765952613180835,1.3474188867588268
0.5121440029971962,0.9086392177836352
0.005444228876483548,-2.707827283325093
0.8774111907520059,0.3332452556176605
0.8607302207730552,-0.13450837745535435
0.8198134764759861,-0.40326108981178105
0.5199308972692819,0.2967717039976575
0.6306042047057702,0.7913518420054928
0.6126574455677554,0.5636649764840375
0.7126732299189661,-0.6403392864759213
0.36936729998464235,1.0406023881624231
0.6596065451693366,0.9460650496194912
0.9379582534373242,-1.0340700566112435
0.683898257599081,1.6404024727554511
0.33191888123892754,2.08552639613402
0.18139306967486957,0.11671828799661443
0.5357920428014158,-0.988810098697157
0.2567070163797792,0.652174048578683
0.6243722828475342,-0.03517792529470638
0.5226192360079313,1.4827354164580413
0.5719888304413635,0.41835519058755727
0.6027386578339937,-0.0014875136232076315
0.37586218382984593,-0.15762474382152233
0.2962743546761072,-1.607601441485538
