,Yab,Tab,Z
0,0.8373217748254569,1.063094992055877,0.31547496027938504
1,-0.2779210971134201,-0.12082566983985904,-0.6041283491992951
2,1.072518141709327,0.980667016539287,-0.09666491730356479
3,1.162866813282578,0.24495297454935838,1.224764872746792
4,2.123298941995241,0.9505015546768817,-0.2474922266155917
5,-1.004783451856778,-0.027414994183258587,-0.13707497091629292
6,1.4674810453612723,1.1136433819221734,0.5682169096108669
7,-0.5148070141301817,0.00496881568199962,0.024844078409998097
8,0.6162085056696819,-0.005151677483902894,-0.02575838741951447
9,-0.2552760095725939,0.9647503927966778,-0.17624803601661088
10,3.2402048555312675,1.4254067070675118,2.1270335353375596
11,0.11956244862044318,-0.10768876502351615,-0.5384438251175807
12,2.08875145910363,1.1385792910512946,0.6928964552564736
13,0.42360258521541727,0.7962095967616727,-1.0189520161916368
14,0.8833142217888796,0.2412978263977008,1.206489131988504
15,0.9453591154398144,1.0438106918436805,0.21905345921840189
16,1.1599160137367797,0.08464981097446928,0.4232490548723463
17,2.648834793110116,1.0961136463755945,0.48056823187797204
18,1.6050205280584322,0.8740608554667053,-0.6296957226664734
19,0.31145687461754407,0.2771016067180975,1.3855080335904875
20,1.58387182030885,1.1258392114187474,0.6291960570937366
21,0.09678107220143894,0.2095759096808422,1.047879548404211
22,1.7894033450139033,1.001665229638282,0.008326148191410289
23,1.2502770941937058,0.0884931735425049,0.44246586771252444
24,0.8485697952427862,-0.11095223473149128,-0.5547611736574564
25,-1.1385639810604415,0.03929992104743094,0.1964996052371547
26,-0.2376271602129128,-0.09549133300730073,-0.47745666503650364
27,1.3188311493010698,0.06432221642872138,0.3216110821436069
28,3.2536225375434054,1.0362919934269839,0.18145996713491888
29,1.1056133677270983,0.9987925712809739,-0.006037143595130399
30,1.3414697459924878,0.9824863865005931,-0.08756806749703454
31,1.709821212617663,0.9938771597428936,-0.030614201285531835
32,2.173352217641265,1.092448869122458,0.4622443456122909
33,1.7489500345543707,1.1264213797641713,0.6321068988208565
34,-0.10550141592657258,0.9333864928795567,-0.3330675356022165
35,1.529070983530594,0.2549870342335956,1.274935171167978
36,-0.6570802262588715,0.04691026638549814,0.23455133192749067
37,3.71347290412574,1.290485943684625,1.4524297184231243
38,1.7043006738478232,1.1324877420799735,0.6624387103998677
39,-1.3349560528182376,-0.027582875370368156,-0.13791437685184077
40,2.2873629322776416,0.8919819442947649,-0.5400902785261759
41,-0.2357324574202061,0.09045872957158892,0.45229364785794457
42,0.869316243301096,0.8260389788623209,-0.8698051056883952
43,-0.8850288326832129,-0.0037142302739333064,-0.01857115136966653
44,0.39580975574493904,-0.004987240585501696,-0.024936202927508477
45,2.633417482057166,0.09549105927850114,0.47745529639250567
46,0.659009080875397,0.9697413593211955,-0.15129320339402247
47,-0.15175404956189953,0.032903590429400796,0.164517952147004
48,0.9306074820757929,-0.0517014987900668,-0.258507493950334
49,-1.1504665711187725,-0.02256068943198708,-0.11280344715993539
50,0.5567166853198058,-0.1395425517487503,-0.6977127587437515
51,0.06748786117162364,0.8430703133371097,-0.7846484333144513
52,3.6230192506977943,0.8193818585771004,-0.9030907071144977
53,2.9827681291237846,0.7286916834192205,-1.356541582903897
54,1.203667948305907,0.17102500825390146,0.8551250412695073
55,3.1920880266002936,0.9062459722006353,-0.46877013899682335
56,-0.6519730223982929,-0.09287573356146477,-0.4643786678073238
57,1.5159918908391063,0.14832622527203573,0.7416311263601786
58,2.9490425435458887,1.0934657913713886,0.46732895685694287
59,-1.5659855034209003,-0.14076044138997335,-0.7038022069498667
60,2.8169078589825793,0.9709429740106376,-0.14528512994681203
61,2.6111160176685346,1.178005721256908,0.8900286062845395
62,0.10359715334001973,0.7775646513619147,-1.1121767431904266
63,3.314590127680655,1.2202428241212995,1.1012141206064971
64,1.6153484485660938,0.317387790045265,1.586938950226325
65,1.582970892181491,0.9662281203988923,-0.16885939800553879
66,-0.11755749553028833,0.05537456458618942,0.27687282293094706
67,0.8390394367418712,0.0310870922551178,0.155435461275589
68,2.2848797325901646,-0.02134762819913934,-0.1067381409956967
69,3.0999753764252374,1.014181912233636,0.07090956116818005
70,1.7120579873922779,1.0325264641099707,0.1626323205498537
71,0.26313504992293846,-0.20709624192228007,-1.0354812096114003
72,1.372327878423814,0.23220446541267248,1.1610223270633624
73,0.05178736167246021,0.002746653744530367,0.013733268722651834
74,2.7110249899807197,-0.10998012781459368,-0.5499006390729684
75,-0.0002864596505995909,0.9361991731441499,-0.3190041342792503
76,2.766011903748317,1.111258189804372,0.5562909490218602
77,1.1824492017066446,1.095223586929943,0.47611793464971464
78,1.4081835603620623,0.892981360838074,-0.5350931958096298
79,1.6803563093034564,1.016624325805611,0.08312162902805433
80,-0.5184615059318454,0.10405997826996981,0.520299891349849
81,-1.0011646995254386,-0.07905370098227221,-0.39526850491136106
82,2.515328755283053,1.0717246847348014,0.35862342367400757
83,0.2684153818264702,0.09881131009279132,0.4940565504639566
84,-0.5321688142056107,0.02342192559308158,0.11710962796540789
85,4.173337587118046,0.8680753984903902,-0.6596230075480491
86,-0.21926713623207175,-0.006242997226187523,-0.03121498613093761
87,2.2214682269653743,1.1175376974779339,0.5876884873896695
88,-0.8614152051310171,-0.08857603608910031,-0.4428801804455015
89,1.600927197402039,0.9413942074537506,-0.29302896273124707
90,2.192635424479248,1.0427801821291869,0.21390091064593442
91,1.5185736190778985,0.8870750732995456,-0.5646246335022722
