,Yab,T,Zab
0,1.799219964660944,1.0,2.2599462652032436
1,1.3851690716496903,0.0,2.1265617668390875
2,0.12813728747128855,1.0,-0.19094519874656912
3,0.03645289560468264,0.0,-0.7492808500625823
4,-0.4067021120694717,1.0,-0.027955824380346578
5,0.19685279498007183,0.0,-0.2850691461680078
6,2.0651109902408127,1.0,2.183156563577877
7,1.542897729210212,0.0,-0.4777150648978843
8,-2.1163465917602022,0.0,-0.9209400117914545
9,0.27069845499551337,1.0,2.230037873493672
10,0.7449262483120778,1.0,2.055463361439024
11,1.1832182762034966,0.0,1.0640846696980868
12,1.703114087887624,1.0,-0.2809178676913737
13,1.6280127517669825,1.0,0.38052735290248674
14,0.4259859503354551,0.0,-0.41344286691140436
15,0.6173387939646995,1.0,-0.6075421837509194
16,-0.4537397064968523,0.0,0.744161974825954
17,-0.8210034431588324,1.0,0.39599520731860216
18,0.849400936715702,1.0,0.28969739814626055
19,-1.1079986826479038,0.0,-0.36514625791009814
20,0.5782669959562378,1.0,1.6536613792799546
21,-1.1011118964683981,0.0,-1.2022129462547975
22,0.9025283888678675,1.0,2.3495434150021977
23,-0.22227441863582495,0.0,-0.1873150624966676
24,0.6771703076941278,0.0,0.5743755409364525
25,-0.5355097503446145,0.0,0.9187051537122559
26,0.2601707264454953,0.0,1.6679363289522813
27,-0.6742259028127591,0.0,-1.0165645782187933
28,0.3512046310234527,1.0,-0.1265208208505598
29,0.21926833146905028,1.0,0.5208825978091031
30,0.685231443357857,1.0,0.22776880025487273
31,2.054419966078126,1.0,1.0451730635283336
32,2.19528602717258,1.0,1.5999137280920692
33,1.4755994925753293,1.0,2.853434006812872
34,0.4524388641418849,1.0,-0.463323065380578
35,-1.2417282992662693,0.0,-0.9884223335752285
36,1.4837756005818874,0.0,1.1067363370310976
37,0.8895680264793362,1.0,0.9115016659117697
38,0.5692704908902283,1.0,-0.5969985261644462
39,0.10806322920151248,0.0,-0.03472661617279142
40,-1.0689698535141037,1.0,-1.4899513386724417
41,0.9688986332782245,0.0,-0.5200644897106467
42,-1.7560916510728082,1.0,-0.32339542096424456
43,0.021879920621795522,0.0,-0.14775346785799126
44,0.29534367677707934,0.0,-0.8486018822714094
45,0.6987635649772258,0.0,-0.23604448931952837
46,0.14720154494976567,1.0,1.5084559046386017
47,0.26688002750459555,0.0,-1.2747381391006547
48,0.21364073446946188,0.0,-0.35853486102376825
49,-0.7132840015748119,0.0,0.8655433497012104
50,0.693822392365248,0.0,0.1417569385336242
51,-0.017849092986853,1.0,-0.4148326836109399
52,-0.46147237468729796,1.0,-0.24058925447559548
53,0.7186369270076973,1.0,1.6704725566281515
54,-0.38486688685382114,0.0,-0.7855300743258292
55,-0.41605822253494573,1.0,0.6300439324503565
56,-0.17965096063572095,0.0,0.13856579436686534
57,0.2211213147263686,0.0,0.9674458518517857
58,0.7115810331129022,1.0,0.7133560232787042
59,-0.6667422450931444,0.0,-1.6559650671364594
60,1.2827438683324695,1.0,1.802767047745483
61,0.19722617831096734,1.0,-0.02018032515706221
62,-0.44973557526870533,1.0,-0.44459986894566333
63,1.3457040825973676,1.0,1.1911901214895435
64,-0.24461626047614177,0.0,0.7911716442352006
65,0.6076696955071048,1.0,-0.19124869513801612
66,-0.3535931589596373,0.0,-1.3129466360512576
67,0.4942219202026141,0.0,-1.7078023125147066
68,-1.5999712657474967,0.0,-0.3077942456510657
69,-1.434286888108229,1.0,0.3207336004360192
70,2.330957959966409,1.0,3.2591128299781635
71,-1.2875962368425045,0.0,-0.26444290969787587
72,-0.6769714236727484,0.0,-0.33001432169722433
73,-0.42583053881664557,0.0,-1.6505518283219365
74,-1.0968974265336404,0.0,0.48428199886701473
75,0.15866982449775568,1.0,1.3528530413608906
76,1.8473804288958116,1.0,-0.20098676816193328
77,0.9036291965174001,1.0,-1.3645031375151597
78,0.49537648789340744,1.0,0.8583553055565956
79,-0.3614108654643481,1.0,0.9160562655408147
80,0.32191859833841546,0.0,-1.2069810883573482
81,-1.9415305320169947,0.0,-0.7654274433175785
82,1.015323802483719,1.0,3.606266366245344
83,1.0582063553062697,0.0,0.7798679012669655
84,-1.1703321487216933,0.0,-0.1556321388645755
85,-0.17687929638423205,1.0,-2.076408259806462
86,-1.826076701023712,0.0,-0.6385623486737547
87,2.167107234718416,1.0,0.272438832646819
88,-0.06700428871751136,0.0,-2.482320598236781
89,1.2160316409431169,1.0,0.30422403678632454
90,0.958857282994901,1.0,0.7884061536469922
91,-0.14520543908021089,1.0,0.7069505391931135
92,-0.5161311130581275,0.0,-1.87741151982712
93,-0.020747513314795123,0.0,1.92793854460831
94,0.5538882816163719,1.0,0.35727347162243817
95,1.7807215404012398,1.0,-0.5430899779510288
96,-0.840663412171639,1.0,-0.18715398608252332
97,0.07564296114823256,0.0,-0.8185068029521222
98,0.6311881997916712,1.0,2.8996606974996864
99,-0.32141795901499504,1.0,-0.2774430529894405
100,-0.3635188659908408,0.0,-1.686747825685746
101,0.9206346678152749,0.0,1.2611813080369987
102,-0.025877986340707926,1.0,2.206542000109312
103,-1.4667405286151385,0.0,-2.2368901411217417
104,0.7520701498504,0.0,1.4210209807061993
105,0.7626786828992588,0.0,0.06809383849216316
106,-0.03659892703999447,0.0,0.15187605943229937
107,0.22993118578801958,1.0,0.8957884205388187
108,1.1485781508573163,0.0,1.2111940852029601
109,1.0351696837665607,0.0,1.1058957604221862
110,-1.1238522956567736,0.0,-2.4354885702083466
111,0.317087807921255,1.0,2.392517635592034
112,1.5993935274246651,0.0,0.971821019609157
113,-1.3578821325635568,0.0,0.1945732060481996
114,1.004935984560005,1.0,0.8367246492782717
115,-0.15726054609601595,0.0,0.733022428726955
116,0.7833228476133411,1.0,1.1346521882325797
117,0.8642892698784521,1.0,0.6725918510433574
118,0.11283663850756348,0.0,-0.2998018030779083
119,1.0313551774352296,1.0,-0.4179675989160303
120,1.838015266323701,0.0,0.9076469468534003
121,-0.17413658410682362,0.0,1.8002531200244034
122,1.5501615408549954,1.0,1.7627460553314553
123,-1.6298791226090048,0.0,0.22326844669380508
124,0.24528391678342992,0.0,0.6182683510012419
125,0.18126468035049811,0.0,-0.6371773297408648
126,0.9758839130771213,1.0,3.6594077928771283
127,0.21349977575178863,0.0,1.4834361249894272
128,1.172421733667678,1.0,-0.8204337148510653
129,1.0725653680295206,1.0,-0.5185581686750637
130,3.3723511186091457,1.0,2.7392914787584934
131,0.6749998762828453,1.0,3.250366650938823
132,-0.40061513019423645,0.0,0.7710732342221708
133,0.4295087183059422,0.0,0.5803325597567539
134,0.1056957739940752,0.0,0.9178603621662823
135,1.2334276533514168,1.0,0.9560262366065928
136,1.4279833584949733,1.0,1.781644092818389
137,-0.4434219587195084,1.0,-0.8697024851788437
138,0.31351477807196537,1.0,-0.5552568633533734
139,1.7678187953188307,1.0,-0.8060145965574814
140,0.1847165702397907,1.0,0.6933653752192425
141,-0.3371657213233852,1.0,1.0126198435685967
142,-0.4231067922602779,1.0,-1.1644118351932355
143,-0.588868095529542,0.0,-0.11619868110169637
144,-0.808236876885987,0.0,-1.3590486966890722
145,0.4947845841441637,1.0,1.8761233184634247
146,-1.122128640499943,0.0,-0.42874093073252223
147,0.08628505801552133,1.0,1.4438921107954146
148,0.6547457328283264,1.0,1.3652980081450077
149,0.011785462876755914,1.0,1.3641254337884543
150,0.11240670116618881,0.0,-0.3888429169564787
151,-1.0180757261190272,0.0,-0.9606929861075875
152,0.7874384118792046,1.0,-0.20324079580589893
153,1.5353646871524362,1.0,0.3634884595464771
154,0.423241332241036,1.0,2.8027187710080654
155,1.1430514917405044,1.0,1.2691037678583088
156,2.0277926468959113,1.0,0.19066755201401797
157,0.4726980221123101,0.0,1.658532816341603
158,0.020115275431913826,1.0,-0.2482639914829342
159,0.4120282483747051,0.0,0.988469367758545
160,-0.5295255626264362,0.0,1.0700888474818024
161,-0.15548864847978594,1.0,-0.958781275340402
162,0.13069362089548445,0.0,-1.1391496140692594
163,-0.49952755990322517,0.0,0.8617795118409246
164,-0.4818922539973671,1.0,0.2573150174106621
165,0.8824165589130304,0.0,0.8618321463682124
166,-0.1288091459638595,1.0,-1.0093301953089278
167,1.2902771467840415,1.0,1.4999249223989641
168,0.3004284067723938,1.0,-0.9462942261603887
169,-1.7676613186120516,0.0,-2.2399737721719655
170,1.3687026268895262,0.0,1.002708104576874
171,-1.043510526826426,0.0,0.2948389387805205
172,-1.4708065826891399,1.0,-0.1164846171063455
173,0.733420068261744,1.0,2.505566048436183
174,-1.158692417260588,0.0,0.7257261563330152
175,-0.36598808274140515,0.0,0.9252703378944255
176,-0.6897425943425131,1.0,-1.2099941649923132
177,1.2908474124847187,1.0,0.30052299864257964
178,0.15157124414359943,0.0,0.9439090107357845
179,0.24595787937276076,0.0,-0.4111433436679608
180,-0.04007410760031971,1.0,-2.355804507470821
181,0.8617449363385035,0.0,1.6877626815442666
182,1.8471628797548247,1.0,1.2355896871629666
183,-0.6846100215740284,0.0,-0.20144084953587316
184,0.7702947486725593,0.0,0.6335424111516927
185,0.8657561504239454,1.0,-1.3674952055122298
186,0.47761759828004874,1.0,1.4799186462572567
187,-1.3159860238603993,0.0,-0.2328756421394509
188,0.9631549598967947,1.0,1.2651625307373182
189,0.274759957198647,1.0,1.133484992159261
190,-0.2824778361220883,1.0,0.6930656645808132
191,0.9464875325989839,0.0,0.34325677409432265
192,-0.20655495077953012,1.0,-0.48871715773777236
193,2.4044100511440707,1.0,0.5743445885333562
194,1.7060263704566339,0.0,1.469029804384804
195,-0.32955358212610714,0.0,-0.3744491733476597
196,1.9942657184605912,1.0,1.404266848434956
197,-0.017136539946973617,1.0,-0.5915217174075018
198,1.6113411128189101,1.0,1.9496044700614297
199,-1.6465028124868106,0.0,-1.738957264293885
200,1.463603608562363,1.0,0.7202034109845403
201,1.6412860894302308,1.0,0.8115826725805462
202,0.30726534993891363,1.0,2.3045358237336644
203,2.1022473864487536,1.0,1.2074824000463669
204,1.5490327278165616,0.0,1.7594468367794938
205,1.5887537380233245,1.0,-0.01858359823302269
206,0.021458245347410032,1.0,-0.24463607112242547
207,-0.4506125127927822,0.0,-2.0018510672311938
208,0.6727803740525835,1.0,0.4149459431849622
209,-0.5101080661478108,0.0,-1.2301029214637882
210,1.0597458178662522,0.0,0.9509730769522278
211,0.2257959763677124,0.0,0.6491247190976039
212,1.3635933034151022,0.0,0.21697948845954929
213,0.3753189356702619,0.0,-0.14513682277208825
214,1.1560521854035404,1.0,1.806041225858441
215,0.006910775846846538,0.0,1.0724164889884076
216,-0.37576546026104374,0.0,-0.5124676553040207
